product_id,sku,condition_state,expected_condition,feed
9878474654012,FFM-CT,New,new,googleshoppingfrenchfitness
9878475243836,FFM-GBJ,New,new,googleshoppingfrenchfitness
9878475407676,FF-JTR30,New,new,googleshoppingfrenchfitness
9878476652860,FFM-ILPLC,New,new,googleshoppingfrenchfitness
9878477078844,FFM-ILSIP,New,new,googleshoppingfrenchfitness
9878477603132,FFM-LPLR,New,new,googleshoppingfrenchfitness
9878478291260,FFM-OIBWH,New,new,googleshoppingfrenchfitness
9878478487868,FF-LMA100,New,new,googleshoppingfrenchfitness
9878479274300,FFM-PCB,New,new,googleshoppingfrenchfitness
9878479307068,FF-LMA20,New,new,googleshoppingfrenchfitness
9878480191804,FFM-PL4WN,New,new,googleshoppingfrenchfitness
9878480585020,FFM-PLAOC,New,new,googleshoppingfrenchfitness
9878480879932,FFM-PLCBC,New,new,googleshoppingfrenchfitness
9878481305916,FFM-PLDCP,New,new,googleshoppingfrenchfitness
9878481404220,FF-LSSM20,New,new,googleshoppingfrenchfitness
9878481764668,FFM-PLDYR,New,new,googleshoppingfrenchfitness
9878482125116,FF-MAB20-AR,New,new,googleshoppingfrenchfitness
9878482157884,FFM-PLFCBP,New,new,googleshoppingfrenchfitness
9878482452796,FF-MAB30,New,new,googleshoppingfrenchfitness
9878482583868,FFM-PLFLP,New,new,googleshoppingfrenchfitness
9878483730748,FFM-PLHLP,New,new,googleshoppingfrenchfitness
9878484025660,FF-MBR12,New,new,googleshoppingfrenchfitness
9878484091196,FFM-PLHSLP,New,new,googleshoppingfrenchfitness
9878484517180,FF-MBR20,New,new,googleshoppingfrenchfitness
9878484779324,FFM-PLICP,New,new,googleshoppingfrenchfitness
9878485238076,FFM-PLILHR,New,new,googleshoppingfrenchfitness
9878485303612,FF-MBR500,New,new,googleshoppingfrenchfitness
9878485729596,FFM-PLKLC,New,new,googleshoppingfrenchfitness
9878486122812,FFM-PLLE,New,new,googleshoppingfrenchfitness
9878486417724,FF-MFAB-ACLE-V2,New,new,googleshoppingfrenchfitness
9878486647100,FFM-PLLR,New,new,googleshoppingfrenchfitness
9878487073084,FF-MGLPD,New,new,googleshoppingfrenchfitness
9878487105852,FFM-PLP,New,new,googleshoppingfrenchfitness
9878487400764,FFM-PLR,New,new,googleshoppingfrenchfitness
9878487761212,FFM-PLSHC,New,new,googleshoppingfrenchfitness
9878488187196,FF-MIC20,New,new,googleshoppingfrenchfitness
9878488318268,FFM-PLSL,New,new,googleshoppingfrenchfitness
9878488613180,FFM-PLSLC,New,new,googleshoppingfrenchfitness
9878488711484,FF-MIC21,New,new,googleshoppingfrenchfitness
9878489104700,FF-MIC3,New,new,googleshoppingfrenchfitness
9878489268540,FFM-PLSP,New,new,googleshoppingfrenchfitness
9878489334076,FF-MIC4,New,new,googleshoppingfrenchfitness
9878489661756,FFM-PLSTP,New,new,googleshoppingfrenchfitness
9878490120508,FF-MOSB-V2,New,new,googleshoppingfrenchfitness
9878490153276,FFM-PLTDF,New,new,googleshoppingfrenchfitness
9878490546492,FFM-PLWC,New,new,googleshoppingfrenchfitness
9878491038012,FFM-PLWCM,New,new,googleshoppingfrenchfitness
9878491496764,FFM-PLWP,New,new,googleshoppingfrenchfitness
9878491660604,FF-MSAT,New,new,googleshoppingfrenchfitness
9878491857212,FFM-R30,New,new,googleshoppingfrenchfitness
9878503391548,FF-MSS-U45,New,new,googleshoppingfrenchfitness
9878503817532,FF-MSWB-S10-625,New,new,googleshoppingfrenchfitness
9878509388092,FF-OBP190,New,new,googleshoppingfrenchfitness
9878509420860,FFM-R30-MAB30,New,new,googleshoppingfrenchfitness
9878512632124,FF-OBP235,New,new,googleshoppingfrenchfitness
9878513451324,FF-OBP235B,New,new,googleshoppingfrenchfitness
9878513779004,FFM-R30-RE,New,new,googleshoppingfrenchfitness
9878514368828,FF-OBP240,New,new,googleshoppingfrenchfitness
9878515614012,FF-OBP260,New,new,googleshoppingfrenchfitness
9878516400444,FF-OBP280,New,new,googleshoppingfrenchfitness
9878517285180,FF-OBP285,New,new,googleshoppingfrenchfitness
9878517973308,FF-OBP325,New,new,googleshoppingfrenchfitness
9878518530364,FFM-R30-RE-LPLW,New,new,googleshoppingfrenchfitness
9878518694204,FF-OBP325B,New,new,googleshoppingfrenchfitness
9878520004924,FF-OBP380,New,new,googleshoppingfrenchfitness
9878520791356,FF-OBP415,New,new,googleshoppingfrenchfitness
9878521577788,FF-OBP415B,New,new,googleshoppingfrenchfitness
9878522265916,FF-OBP425,New,new,googleshoppingfrenchfitness
9878523117884,FFM-RKG,New,new,googleshoppingfrenchfitness
9878523642172,FFT-SBE,New,new,googleshoppingfrenchfitness
9878523674940,FF-OBP470,New,new,googleshoppingfrenchfitness
9878524231996,FFT-SHC,New,new,googleshoppingfrenchfitness
9878524428604,FF-OBP55,New,new,googleshoppingfrenchfitness
9878524821820,FFT-SHLP,New,new,googleshoppingfrenchfitness
9878524854588,FF-OCB,New,new,googleshoppingfrenchfitness
9878525247804,FF-OCB60-700,New,new,googleshoppingfrenchfitness
9878525378876,FFM-SM,New,new,googleshoppingfrenchfitness
9878525870396,FF-OCBPB,New,new,googleshoppingfrenchfitness
9878526034236,FFM-SRB,New,new,googleshoppingfrenchfitness
9878526525756,FF-OHTB,New,new,googleshoppingfrenchfitness
9878526722364,FFM-SSS,New,new,googleshoppingfrenchfitness
9878527377724,FFM-VLP,New,new,googleshoppingfrenchfitness
9878528786748,FFN-3D-SMITH,New,new,googleshoppingfrenchfitness
9878529442108,FFN-ACB,New,new,googleshoppingfrenchfitness
9878530031932,FFN-AHBSR3,New,new,googleshoppingfrenchfitness
9878530163004,FF-OWT20,New,new,googleshoppingfrenchfitness
9878530392380,FFN-AHBSR5,New,new,googleshoppingfrenchfitness
9878530687292,FF-OWT30,New,new,googleshoppingfrenchfitness
9878530883900,FFN-ASP,New,new,googleshoppingfrenchfitness
9878531178812,FF-OWTBH5,New,new,googleshoppingfrenchfitness
9878531604796,FFN-CT,New,new,googleshoppingfrenchfitness
9878531801404,FF-P-PWS,New,new,googleshoppingfrenchfitness
9878532161852,FFN-FIDOBP,New,new,googleshoppingfrenchfitness
9878532817212,FFN-GBJ,New,new,googleshoppingfrenchfitness
9878533341500,FFN-HDEHR,New,new,googleshoppingfrenchfitness
9878533505340,FF-P-PWS-V2,New,new,googleshoppingfrenchfitness
9878533996860,FFN-ILPLC,New,new,googleshoppingfrenchfitness
9878534488380,FF-PBPSR,New,new,googleshoppingfrenchfitness
9878534586684,FFN-ILSIP,New,new,googleshoppingfrenchfitness
9878535110972,FFN-OIBWH,New,new,googleshoppingfrenchfitness
9878535864636,FFN-PCB,New,new,googleshoppingfrenchfitness
9878536126780,FF-PLBSTP,New,new,googleshoppingfrenchfitness
9878536421692,FFN-PL4WN,New,new,googleshoppingfrenchfitness
9878536945980,FFN-PLAOC,New,new,googleshoppingfrenchfitness
9878537732412,FFN-PLCBC,New,new,googleshoppingfrenchfitness
9878538322236,FFN-PLDCP,New,new,googleshoppingfrenchfitness
9878538617148,FF-PLLPLR20,New,new,googleshoppingfrenchfitness
9878538912060,FFN-PLDYR,New,new,googleshoppingfrenchfitness
9878539665724,FFN-PLFCBP,New,new,googleshoppingfrenchfitness
9878539895100,FF-PLPSDSC,New,new,googleshoppingfrenchfitness
9878540255548,FFN-PLFLP,New,new,googleshoppingfrenchfitness
9878540484924,FF-PROBBR,New,new,googleshoppingfrenchfitness
9878541074748,FF-PS50,New,new,googleshoppingfrenchfitness
9878541959484,FFN-PLHLP,New,new,googleshoppingfrenchfitness
9878542156092,FF-PSSJB60,New,new,googleshoppingfrenchfitness
9878542582076,FFN-PLICP,New,new,googleshoppingfrenchfitness
9878543171900,FFN-PLILHR,New,new,googleshoppingfrenchfitness
9878543663420,FFN-PLKLC,New,new,googleshoppingfrenchfitness
9878544449852,FFN-PLLE,New,new,googleshoppingfrenchfitness
9878545006908,FFN-PLLR,New,new,googleshoppingfrenchfitness
9878545662268,FFN-PLP,New,new,googleshoppingfrenchfitness
9878545924412,FF-R1,New,new,googleshoppingfrenchfitness
9878546284860,FFN-PLR,New,new,googleshoppingfrenchfitness
9878546514236,FF-R10,New,new,googleshoppingfrenchfitness
9878546940220,FFN-PLSHC,New,new,googleshoppingfrenchfitness
9878547530044,FFN-PLSL,New,new,googleshoppingfrenchfitness
9878547661116,FF-R20,New,new,googleshoppingfrenchfitness
9878548087100,FFN-PLSLC,New,new,googleshoppingfrenchfitness
9878548840764,FF-R4,New,new,googleshoppingfrenchfitness
9878549004604,FFN-PLSP,New,new,googleshoppingfrenchfitness
9878549299516,FF-R5,New,new,googleshoppingfrenchfitness
9878549627196,FFN-PLSTP,New,new,googleshoppingfrenchfitness
9878549823804,FF-R6,New,new,googleshoppingfrenchfitness
9878550217020,FFN-PLTDF,New,new,googleshoppingfrenchfitness
9878550282556,FF-R8,New,new,googleshoppingfrenchfitness
9878550643004,FFN-PLWC,New,new,googleshoppingfrenchfitness
9878550970684,FF-RB200,New,new,googleshoppingfrenchfitness
9878551331132,FFN-PLWCM,New,new,googleshoppingfrenchfitness
9878551888188,FFN-PLWP,New,new,googleshoppingfrenchfitness
9878552576316,FFN-RKG,New,new,googleshoppingfrenchfitness
9878553035068,FFS-SBE,New,new,googleshoppingfrenchfitness
9878553624892,FFS-SHC,New,new,googleshoppingfrenchfitness
9878554411324,FFS-SHLP,New,new,googleshoppingfrenchfitness
9878555033916,FFN-SM,New,new,googleshoppingfrenchfitness
9878555459900,FFN-SRB,New,new,googleshoppingfrenchfitness
9878556311868,FFN-SSS,New,new,googleshoppingfrenchfitness
9878557131068,FFN-VLP,New,new,googleshoppingfrenchfitness
9878558015804,FFNS-AC,New,new,googleshoppingfrenchfitness
9878558671164,FFNS-DCC,New,new,googleshoppingfrenchfitness
9878560866620,FFNS-GM,New,new,googleshoppingfrenchfitness
9878561325372,FFNS-TP,New,new,googleshoppingfrenchfitness
9878562406716,FFP-CFDI,New,new,googleshoppingfrenchfitness
9878562865468,FFP-DCC,New,new,googleshoppingfrenchfitness
9878564733244,FFP-PLPPS,New,new,googleshoppingfrenchfitness
9878565224764,FFP-RTR,New,new,googleshoppingfrenchfitness
9878565814588,FFP-TAC,New,new,googleshoppingfrenchfitness
9878566240572,FFR-86COB-1500,New,new,googleshoppingfrenchfitness
9878570271036,FFS-360T,New,new,googleshoppingfrenchfitness
9878572237116,FFS-360XL,New,new,googleshoppingfrenchfitness
9878574399804,FFS-360XS,New,new,googleshoppingfrenchfitness
9878575219004,FF-RCHD5-100-R,New,new,googleshoppingfrenchfitness
9878575612220,FF-RCHD5-100-RB,New,new,googleshoppingfrenchfitness
9878576300348,FFS-45DHBE,New,new,googleshoppingfrenchfitness
9878576955708,FF-RCHD5-50-R,New,new,googleshoppingfrenchfitness
9878577119548,FFS-45DLLP,New,new,googleshoppingfrenchfitness
9878577578300,FF-RCHD5-50-RB,New,new,googleshoppingfrenchfitness
9878578626876,FF-RCHD5-70-R,New,new,googleshoppingfrenchfitness
9878578659644,FFS-4SMJG,New,new,googleshoppingfrenchfitness
9878579708220,FFS-5SMJG,New,new,googleshoppingfrenchfitness
9878580527420,FF-RCHD5-75R,New,new,googleshoppingfrenchfitness
9878580789564,FFS-8SMJG,New,new,googleshoppingfrenchfitness
9878581051708,FF-RCHD5-75RB,New,new,googleshoppingfrenchfitness
9878581870908,FFS-AADB,New,new,googleshoppingfrenchfitness
9878582427964,FFS-ACB,New,new,googleshoppingfrenchfitness
9878582886716,FFS-ACC,New,new,googleshoppingfrenchfitness
9878584787260,FFS-ACD,New,new,googleshoppingfrenchfitness
9878585344316,FFS-ACLB,New,new,googleshoppingfrenchfitness
9878586425660,FFS-AET50,New,new,googleshoppingfrenchfitness
9878586818876,FFS-BAC,New,new,googleshoppingfrenchfitness
9878587507004,FFS-CC,New,new,googleshoppingfrenchfitness
9878589571388,FFS-CLP,New,new,googleshoppingfrenchfitness
9878592651580,FFS-CP,New,new,googleshoppingfrenchfitness
9878594650428,FFS-CSMP,New,new,googleshoppingfrenchfitness
9878595338556,FF-RGOP100,New,new,googleshoppingfrenchfitness
9878595567932,FFS-DAP,New,new,googleshoppingfrenchfitness
9878596911420,FF-RGOP120,New,new,googleshoppingfrenchfitness
9878597435708,FFS-DBCT,New,new,googleshoppingfrenchfitness
9878597763388,FF-RGOP140,New,new,googleshoppingfrenchfitness
9878598615356,FFS-ESM,New,new,googleshoppingfrenchfitness
9878598648124,FF-RGOP170,New,new,googleshoppingfrenchfitness
9878599336252,FFS-FLP,New,new,googleshoppingfrenchfitness
9878599467324,FF-RGOP190,New,new,googleshoppingfrenchfitness
9878599827772,FFS-GM,New,new,googleshoppingfrenchfitness
9878600253756,FF-RGOP235-B,New,new,googleshoppingfrenchfitness
9878600319292,FFS-HAA,New,new,googleshoppingfrenchfitness
9878600712508,FF-RGOP235-BB,New,new,googleshoppingfrenchfitness
9878600778044,FFS-HAIT,New,new,googleshoppingfrenchfitness
9878601302332,FFS-HAOT,New,new,googleshoppingfrenchfitness
9878601924924,FFS-HBCC-VKR,New,new,googleshoppingfrenchfitness
9878602088764,FF-RGOP260,New,new,googleshoppingfrenchfitness
9878602580284,FFS-LHBP,New,new,googleshoppingfrenchfitness
9878603235644,FFS-LHS,New,new,googleshoppingfrenchfitness
9878603628860,FF-RGOP305-B,New,new,googleshoppingfrenchfitness
9878603956540,FFS-LPDLR,New,new,googleshoppingfrenchfitness
9878604972348,FF-RGOP350,New,new,googleshoppingfrenchfitness
9878606184764,FF-RGOP395-B,New,new,googleshoppingfrenchfitness
9878606610748,FFS-LR,New,new,googleshoppingfrenchfitness
9878607003964,FF-RGOP395-BB,New,new,googleshoppingfrenchfitness
9878607397180,FFS-MAB,New,new,googleshoppingfrenchfitness
9878607954236,FFS-MHG,New,new,googleshoppingfrenchfitness
9878608314684,FF-RGOP450,New,new,googleshoppingfrenchfitness
9878608675132,FFS-ODB-SILVER,New,new,googleshoppingfrenchfitness
9878609297724,FFS-OFB,New,new,googleshoppingfrenchfitness
9878610018620,FFS-OFBWH,New,new,googleshoppingfrenchfitness
9878610346300,FF-RGOP70,New,new,googleshoppingfrenchfitness
9878610542908,FFS-OIB,New,new,googleshoppingfrenchfitness
9878611296572,FFS-OMB,New,new,googleshoppingfrenchfitness
9878611984700,FF-RH80,New,new,googleshoppingfrenchfitness
9878612312380,FFS-OSR,New,new,googleshoppingfrenchfitness
9878612738364,FF-RIG1,New,new,googleshoppingfrenchfitness
9878613492028,FFS-PF,New,new,googleshoppingfrenchfitness
9878614245692,FFS-PFRD,New,new,googleshoppingfrenchfitness
9878615785788,FFS-PLC,New,new,googleshoppingfrenchfitness
9878616637756,FFS-PLCLE,New,new,googleshoppingfrenchfitness
9878617817404,FFS-PLSCR,New,new,googleshoppingfrenchfitness
