metaobject_id,handle,display_name,created_at,updated_at,populated_field_count,populated_fields,in_true_duplicate_group,proof_of_non_reference
136685388092,body-solid-bstfb-6-fitness-bar-6-lbs-light-purple-new,Body Solid BSTFB6 Fitness Bar 6 lbs. - Light Purple (New),2025-03-11T09:01:20Z,2025-03-24T08:13:11Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136685814076,body-solid-bstfb-9-fitness-bar-9-lbs-yellow-new,Body Solid BSTFB9 Fitness Bar 9 lbs. - Yellow (New),2025-03-11T09:03:19Z,2025-03-24T08:59:47Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
135523369276,body-solid-bstfm-10-tools-foam-exercise-mat-new,Body-Solid BSTFM10 Tools Foam Exercise Mat (New),2025-03-01T10:21:30Z,2025-03-01T10:21:30Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136074527036,body-solid-bstnd-1-1-lb-body-solid-neoprene-dumbbell-new,Body Solid BSTND1 1 lb. Body-Solid Neoprene Dumbbell (New),2025-03-05T13:11:42Z,2025-03-25T05:15:02Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136074592572,body-solid-bstnd-10-neoprene-dumbbell-10-lbs-orange-new,Body Solid BSTND10 Neoprene Dumbbell- 10 lbs. Orange (New),2025-03-05T13:15:18Z,2025-03-25T05:21:26Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136074756412,body-solid-bstnd-12-neoprene-dumbbell-12-lbs-pink-new,Body Solid BSTND12 Neoprene Dumbbell- 12 lbs. Pink (New),2025-03-05T13:17:19Z,2025-03-25T05:30:37Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136074821948,body-solid-bstnd-15-neoprene-dumbbell-15-lbs-gray-new,Body Solid BSTND15 Neoprene Dumbbell- 15 lbs. Gray (New),2025-03-05T13:19:10Z,2025-03-25T05:34:56Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136074953020,body-solid-bstnd-2-neoprene-dumbbell-2-lbs-light-purple-new,Body Solid BSTND2 Neoprene Dumbbell- 2 lbs. Light Purple (New),2025-03-05T13:21:37Z,2025-03-25T05:39:42Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136075575612,body-solid-bstnd-3-neoprene-dumbbell-3-lbs-green-new,Body Solid BSTND3 Neoprene Dumbbell- 3 lbs. Green (New),2025-03-05T13:34:50Z,2025-03-25T06:16:28Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
135512162620,body-solid-bstnd-4-neoprene-dumbbell-4-lbs-light-gray-new,Body Solid BSTND4 Neoprene Dumbbell- 4 lbs. Light Gray (New),2025-03-01T07:18:01Z,2025-03-25T06:19:39Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136075673916,body-solid-bstnd-5-neoprene-dumbbell-5-lbs-blue-new,Body Solid BSTND5 Neoprene Dumbbell- 5 lbs. Blue (New),2025-03-05T13:36:51Z,2025-03-25T06:24:13Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136075706684,body-solid-bstnd-6-neoprene-dumbbell-6-lbs-red-new,Body Solid BSTND6 Neoprene Dumbbell- 6 lbs. Red (New),2025-03-05T13:38:34Z,2025-03-25T06:28:36Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136075804988,body-solid-bstnd-7-neoprene-dumbbell-7-lbs-purple-new,Body Solid BSTND7 Neoprene Dumbbell- 7 lbs. Purple (New),2025-03-05T13:40:31Z,2025-03-25T06:32:11Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136075968828,body-solid-bstnd-8-neoprene-dumbbell-8-lbs-black-new,Body Solid BSTND8 Neoprene Dumbbell- 8 lbs. Black (New),2025-03-05T13:42:05Z,2025-03-25T06:36:23Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136076001596,body-solid-bstnd-9-neoprene-dumbbell-9-lbs-yellow-new,Body Solid BSTND9 Neoprene Dumbbell- 9 lbs. Yellow (New),2025-03-05T13:43:34Z,2025-03-25T06:39:16Z,5,product_title|features|tech_specs|other_tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136077312316,body-solid-bstnds-110-neoprene-dumbbell-1-10-lbs-set-new,Body-Solid BSTNDS110 Neoprene Dumbbell 1-10 lbs. Set (New),2025-03-05T14:04:40Z,2025-03-29T10:15:05Z,6,product_title|features|tech_specs|other_tech_specs|warranty_info|set_includes,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136135835964,body-solid-bstnds-164-neoprene-dumbbell-1-15-lbs-set-new,Body-Solid BSTNDS164 Neoprene Dumbbell 1-15 lbs. Set (New),2025-03-06T02:46:55Z,2025-03-29T10:17:30Z,6,product_title|features|tech_specs|other_tech_specs|warranty_info|set_includes,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136150483260,body-solid-bstvd-10-vinyl-dumbbell-10-lbs-orange-new,Body Solid BSTVD10 Vinyl Dumbbell 10 lbs. Orange (New),2025-03-06T06:27:59Z,2025-03-11T11:37:28Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
138179936572,body-solid-exm-2500-s-home-gym-new,Body-Solid EXM2500s Home Gym (New),2025-03-13T00:54:35Z,2025-04-24T12:51:16Z,7,product_title|features|tech_specs|weight_stacks|shipping_dims_weight_2|warranty_info|shipping_dims_weight,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136177156412,body-solid-g-9-s-selectorized-2-stack-multi-gym-new,Body-Solid G9S Selectorized 2 Stack Multi Gym (New),2025-03-06T11:06:54Z,2025-10-26T19:37:16Z,5,product_title|features|tech_specs|weight_stacks|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136186495292,body-solid-gcec-340-cam-series-leg-extension-curl-new,Body-Solid GCEC340 Cam Series Leg Extension & Curl (New),2025-03-06T12:18:04Z,2025-10-26T19:37:17Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136188854588,body-solid-gdcc-200-functional-training-center-200-new,Body-Solid GDCC200 Functional Training Center 200 (New),2025-03-06T12:56:21Z,2025-10-26T19:37:17Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136232501564,body-solid-gdr-34-3-tier-horizontal-34-vinyl-or-neoprene-dumbbell-rack-new,"Body Solid GDR34 3 Tier Horizontal 34"" Vinyl or Neoprene Dumbbell Rack (New)",2025-03-06T21:46:18Z,2025-10-26T19:37:18Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136233648444,body-solid-gdr-44-vertical-dumbbell-rack-new,Body Solid GDR44 Vertical Dumbbell Rack (New),2025-03-06T22:01:12Z,2025-10-26T19:37:19Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
135526220092,body-solid-gdr-500-neopack-neoprene-dumbbell-package-new,Body Solid GDR500-NEOPACK Neoprene Dumbbell Package (New),2025-03-01T11:00:50Z,2025-10-26T19:37:10Z,5,product_title|features|tech_specs|warranty_info|set_includes,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136259895612,body-solid-ghyp-345-45-degree-back-hyperextension-new,Body-Solid GHYP345 45 Degree Back Hyperextension (New),2025-03-07T04:18:01Z,2025-10-26T19:37:18Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136261828924,body-solid-glce-365-seated-leg-extension-supine-curl-new,Body-Solid GLCE365 Seated Leg Extension & Supine Curl (New),2025-03-07T05:04:18Z,2025-10-26T19:37:20Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136274903356,body-solid-gpm-65-plate-loaded-pec-fly-rear-delt-machine-new,Body-Solid GPM65 Plate Loaded Pec Fly / Rear Delt Machine (New),2025-03-07T07:10:11Z,2025-10-26T19:37:20Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136277229884,body-solid-gs-348-q-series-7-linear-bearing-smith-new,Body-Solid GS348Q Series 7 Linear Bearing Smith (New),2025-03-07T08:07:30Z,2025-10-26T19:37:19Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136277328188,body-solid-gs-348-qp-4-series-7-smith-gym-system-new,Body-Solid GS348QP4 Series 7 Smith Gym System (New),2025-03-07T08:10:46Z,2025-10-26T19:37:20Z,5,product_title|features|tech_specs|warranty_info|set_includes,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136278114620,body-solid-gscr-349-commercial-seated-calf-raise-new,Body-Solid GSCR349 Commercial Seated Calf Raise (New),2025-03-07T08:35:18Z,2025-10-26T19:37:21Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136282210620,body-solid-gvkr-60-vkr-vertical-knee-raise-dip-new,Body-Solid GVKR60 VKR Vertical Knee Raise & Dip (New),2025-03-07T10:02:26Z,2025-10-26T19:37:20Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136283554108,body-solid-gvkr-82-deluxe-vkr-vertical-knee-raise-dip-pull-up-new,"Body-Solid GVKR82 Deluxe VKR Vertical Knee Raise, Dip, Pull Up (New)",2025-03-07T10:42:09Z,2025-10-26T19:37:20Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136333099324,body-solid-mb-148-a-aluminum-lat-bar-new,Body-Solid MB148A Aluminum Lat Bar (New),2025-03-07T20:33:30Z,2025-03-07T20:33:30Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136356266300,body-solid-sdib-370-bench-rack-combo-new,Body-Solid SDIB370 Bench Rack Combo (New),2025-03-08T03:39:22Z,2025-10-26T19:37:21Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136378384700,bowflex-m-8-max-trainer-remanufactured,Bowflex M8 Max Trainer (Remanufactured),2025-03-08T09:10:09Z,2025-03-08T09:10:09Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
249920291132,french-fitness-artificial-gym-turf-flooring-roll-82-x-6-5-standard,French Fitness Artificial Grass Synthetic Lawn Turf Flooring Roll 82' x 6.5' – V1 Base (New),2026-04-25T18:30:13Z,2026-04-25T19:44:22Z,8,product_title|features|benefits|tech_specs|comparison_chart_title|comparison_chart_table|frequently_asked_questions|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
176457646396,french-fitness-fsr-100-commercial-functional-smith-rack-system-new-1,French Fitness FSR100 Commercial Functional Smith Rack System (New),2025-09-03T12:14:45Z,2026-03-24T15:26:26Z,2,product_title|other_comparison_charts,D010,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
127882854716,french-fitness-fsr-50-ab-adjustable-bench-new,French Fitness FSR50-AB Adjustable Bench (New),2025-01-08T02:36:26Z,2025-01-08T02:36:26Z,4,product_title|features|tech_specs|warranty_info,D001,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
176448995644,french-fitness-fsr-90-functional-trainer-smith-squat-rack-machine,French Fitness FSR90 Functional Trainer Smith & Squat Rack Machine,2025-09-03T10:27:05Z,2025-09-03T10:27:05Z,1,product_title,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
265257058620,french-fitness-gym-package-build-your-own-gym-1,French Fitness Gym Package - Build Your Own Gym,2026-05-27T21:58:43Z,2026-05-27T21:58:44Z,1,product_title,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
176495460668,french-fitness-horizontal-bumper-plate-storage-rack-v-2-new,French Fitness Horizontal Bumper Plate Storage Rack V2 (New),2025-09-03T19:31:33Z,2026-05-18T18:19:19Z,9,product_title|features|benefits|tech_specs|comparison_chart_title|comparison_chart_table|buying_guide|frequently_asked_questions|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
186876395836,french-fitness-onyx-leverage-horizontal-bench-press-plate-loaded-new,French Fitness Onyx Leverage Horizontal Bench Press Plate Loaded (New),2025-10-22T17:14:35Z,2025-10-22T17:14:35Z,1,product_title,D018,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
176490447164,french-fitness-owt-10-olympic-weight-tree-storage-rack-new,French Fitness OWT10 Olympic Weight Tree Storage Rack (New),2025-09-03T18:22:47Z,2025-10-26T19:37:28Z,7,product_title|features|benefits|tech_specs|buying_guide|frequently_asked_questions|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
227280650556,french-fitness-rack-rig-ff-rr-ajb-angled-junction-bars-new,French Fitness Rack & Rig Angled Junction Bars (New),2026-02-03T20:51:41Z,2026-02-05T22:40:18Z,7,product_title|features|benefits|tech_specs|buying_guide|frequently_asked_questions|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
136184365372,french-fitness-rack-rig-wall-ball-target-attachment-new,French Fitness Rack & Rig Wall Ball Target Attachment (New),2025-03-06T11:51:12Z,2025-10-26T19:37:19Z,4,product_title|features|tech_specs|warranty_info,no,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
135909540156,french-fitness-rubber-grip-olympic-plate-10-lbs-black-new,French Fitness Rubber Grip Olympic Plate 10 lbs Black (New),2025-03-04T01:52:40Z,2025-03-04T01:52:40Z,3,product_title|features|warranty_info,D007,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
135982088508,french-fitness-rubber-grip-weight-plate-set-w-7-ft-olympic-bar-235-lbs-new,French Fitness Rubber Grip Weight Plate Set w/7 ft Olympic Bar 235 lbs (New),2025-03-04T20:36:59Z,2025-03-04T20:36:59Z,5,product_title|features|tech_specs|warranty_info|set_includes,D009,"Admin API bulkOperationRunQuery over metaobjects(type:""specs_features""){referencedBy{...}} returned zero back-reference metafields for this record; custom.features_specs is the only metafield definition store-wide validated against MetaobjectDefinition/7246479676, and no other metaobject definition field targets it."
