priority,metaobject_id,handle,display_name,proposed_action,referencing_products,referencing_product_handles,why_tim_approval_is_required
1,136826454332,sci-fit-iso-1000-upright-bike-remanufactured,SciFit ISO 1000 Upright Bike (Remanufactured),"DECIDE survivor, then MERGE + ARCHIVE the other",1,scifit-iso-1000-upright-bike-remanufactured,High - repointing changes live PDP content.
1,136832581948,sci-fit-iso-1000-upright-bike-remanufactured-1,SciFit ISO1000 Upright Bike (Remanufactured),"DECIDE survivor, then MERGE + ARCHIVE the other",1,scifit-iso1000-upright-bike-remanufactured,High - repointing changes live PDP content.
1,135764443452,versaclimber-alxp-versa-climber-new,Versaclimber ALXP Versa Climber (New),"DECIDE survivor, then MERGE + ARCHIVE the other",1,versaclimber-alxp-versa-climber-new,High - repointing changes live PDP content.
1,135764869436,versaclimber-alxp-versa-climber-new-1,Versaclimber ALXP Versa Climber (New),"DECIDE survivor, then MERGE + ARCHIVE the other",1,versaclimber-alxp-versa-climber-new-1,High - repointing changes live PDP content.
1,144916152636,woodway-4-front-treadmill-w-personal-trainer-2024-display-remanufactured,Woodway 4Front Treadmill w/Personal Trainer 2024 Display (Remanufactured),"DECIDE survivor, then MERGE + ARCHIVE the other",1,woodway-4front-treadmill-w-personal-trainer-2024-display-remanufactured,High - repointing changes live PDP content.
1,144918282556,woodway-4-front-treadmill-w-personal-trainer-2024-display-remanufactured-1,Woodway 4Front Treadmill w/HDTV (Remanufactured),"DECIDE survivor, then MERGE + ARCHIVE the other",1,woodway-4front-treadmill-w-hdtv-remanufactured,High - repointing changes live PDP content.
2,176457646396,french-fitness-fsr-100-commercial-functional-smith-rack-system-new-1,French Fitness FSR100 Commercial Functional Smith Rack System (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,127882854716,french-fitness-fsr-50-ab-adjustable-bench-new,French Fitness FSR50-AB Adjustable Bench (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,186876395836,french-fitness-onyx-leverage-horizontal-bench-press-plate-loaded-new,French Fitness Onyx Leverage Horizontal Bench Press Plate Loaded (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,135909540156,french-fitness-rubber-grip-olympic-plate-10-lbs-black-new,French Fitness Rubber Grip Olympic Plate 10 lbs Black (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,135982088508,french-fitness-rubber-grip-weight-plate-set-w-7-ft-olympic-bar-235-lbs-new,French Fitness Rubber Grip Weight Plate Set w/7 ft Olympic Bar 235 lbs (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,136247476540,french-fitness-soft-medicine-wall-ball-6-lb-new,French Fitness Soft Medicine Wall Ball 6 lb (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,176470065468,french-fitness-tahoe-pec-fly-rear-delt-new-1,French Fitness Tahoe Pec Fly / Rear Delt (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,176471998780,french-fitness-tahoe-prone-leg-curl-leg-extension-new-1,French Fitness Tahoe Prone Leg Curl / Leg Extension (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,176468525372,french-fitness-tahoe-seated-leg-curl-leg-extension-new-1,French Fitness Tahoe Seated Leg Curl / Leg Extension (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,275975897404,french-fitness-urethane-8-sided-hex-dumbbell-set-5-60-lbs-blank-no-logo-new,"French Fitness Urethane 8 Sided Hex Dumbbell Set, 5-60 lbs - Blank / No Logo (New)","MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,136506638652,golden-designs-gdi-8503-01-savonlinna-3-person-outdoor-traditional-sauna-canadian-red-cedar-interior-new,Golden Designs GDI-8503-01 Savonlinna 3 Person Outdoor Traditional Sauna - Canadian Red Cedar Interior (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,136432812348,hammer-strength-3-tier-dumbbell-rack-remanufactured,Hammer Strength 3 Tier Dumbbell Rack (Remanufactured),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,136336376124,life-fitness-integrity-se-3-hd-elliptical-remanufactured,Life Fitness Integrity SE3 HD Elliptical (Remanufactured),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,136840479036,nautilus-inspiration-vertical-row-9-ipvr-5-60-bz-new,Nautilus Inspiration Vertical Row 9-IPVR5-60BZ (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,135975698748,sports-art-t-645-l-performance-treadmill-new,SportsArt T645L Performance Treadmill (New),"MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,146935873852,stairmaster-8-series-gauntlet-x-w-led-display-9-5395-8-gx-16-in-60-new,"Stairmaster 8 Series Gauntlet X w/16"" Touch Display (New)","MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
2,173610959164,star-trac-6-series-6-tr-treadmill-w-24-embedded-display-black-new,"Star Trac 6 Series 6TR Treadmill w/16"" Embedded Display - Black (New)","MERGE missing fields into canonical, then ARCHIVE this record",0,,Low-medium - content loss if merged without field-level review.
3,271082848572,220-v-240-v-external-transformer-box-for-fitness-equipment,2000VA External Step-Up / Step-Down Transformer Box for Fitness Equipment,DISCONNECT (if attached) + ARCHIVE,1,220v-240v-external-transformer-box,Medium - archiving/reactivating the product later would need the record back.
3,135998570812,air-tek-fitness-hiit-air-magnetic-rower-new,AirTEK Fitness HIIT Air + Magnetic Rower (New),DISCONNECT (if attached) + ARCHIVE,1,airtek-fitness-hiit-air-magnetic-rower-new,Medium - archiving/reactivating the product later would need the record back.
3,136669528380,body-craft-f-603-flat-incline-utility-bench-for-free-weights-new,BodyCraft  F603 Flat / Incline Utility Bench for Free Weights (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,135516356924,body-craft-f-605-flat-incline-decline-utility-bench-new,BodyCraft F605 Flat/Incline/Decline Utility Bench (New),DISCONNECT (if attached) + ARCHIVE,1,bodycraft-f605-flat-incline-decline-utility-bench-new,Medium - archiving/reactivating the product later would need the record back.
3,136669790524,body-craft-f-610-arm-curl-attachment-new,BodyCraft F610 Arm Curl Attachment (New),DISCONNECT (if attached) + ARCHIVE,1,bodycraft-f610-arm-curl-attachment-new,Medium - archiving/reactivating the product later would need the record back.
3,136046707004,body-solid-b-3-u-endurance-self-generating-upright-bike-new,Body-Solid B3U Endurance Self Generating Upright Bike (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-b3u-endurance-self-generating-upright-bike-new,Medium - archiving/reactivating the product later would need the record back.
3,136049623356,body-solid-bc-2-extra-pair-of-bar-catches-for-ppr-200-x-and-bfpr-100-new,Body-Solid BC2 Extra Pair of Bar Catches for PPR200X and BFPR100 (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136046149948,body-solid-best-fitness-bfmg-30-multi-station-home-gym-new,Body Solid Best Fitness BFMG30 Multi-Station Home Gym (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-best-fitness-bfmg30-multi-station-home-gym-new,Medium - archiving/reactivating the product later would need the record back.
3,136045953340,body-solid-bfdr-10-best-fitness-dumbbell-rack-new,Body Solid BFDR10 Best Fitness Dumbbell Rack (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136053326140,body-solid-bfmc-10-best-fitness-mountain-climber-new,Body-Solid BFMC10 Best Fitness Mountain Climber (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bfmc10-best-fitness-mountain-climber-new,Medium - archiving/reactivating the product later would need the record back.
3,136053883196,body-solid-bfmg-20-best-fitness-sportsman-home-gym-new,Body-Solid BFMG20 Best Fitness Sportsman Home Gym (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bfmg20-best-fitness-sportsman-home-gym-new,Medium - archiving/reactivating the product later would need the record back.
3,136059126076,body-solid-bfvk-10-r-best-fitness-vertical-knee-raise-new,Body-Solid BFVK10R Best Fitness Vertical Knee Raise (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,135522419004,body-solid-bsldg-2-b-apu-aluminum-pulley-upgrade-new,Body-Solid BSLDG2B-APU Aluminum Pulley Upgrade (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsldg2b-apu-aluminum-pulley-upgrade-new,Medium - archiving/reactivating the product later would need the record back.
3,136683553084,body-solid-bstdmb-25-dual-grip-medicine-ball-25-lbs-new,Body Solid BSTDMB25 Dual-Grip Medicine Ball - 25 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstdmb25-dual-grip-medicine-ball-25-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,136683618620,body-solid-bstdmb-6-dual-grip-medicine-ball-6-lbs-new,Body Solid BSTDMB6 Dual-Grip Medicine Ball - 6 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstdmb6-dual-grip-medicine-ball-6-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,136683716924,body-solid-bstdmb-8-dual-grip-medicine-ball-8-lbs-new,Body Solid BSTDMB8 Dual-Grip Medicine Ball - 8 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstdmb8-dual-grip-medicine-ball-8-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,136683979068,body-solid-bstfb-12-fitness-bar-12-lbs-green-new,Body Solid BSTFB12 Fitness Bar 12 lbs. - Green (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136684273980,body-solid-bstfb-15-fitness-bar-15-lbs-red-new,Body Solid BSTFB15 Fitness Bar 15 lbs. - Red (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136684634428,body-solid-bstfb-18-fitness-bar-18-lbs-blue-new,Body Solid BSTFB18 Fitness Bar 18 lbs. - Blue (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136684798268,body-solid-bstfb-24-fitness-bar-24-lbs-purple-new,Body Solid BSTFB24 Fitness Bar 24 lbs. - Purple (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136684994876,body-solid-bstfb-30-fitness-bar-30-lbs-magenta-new,Body Solid BSTFB30 Fitness Bar 30 lbs. - Magenta (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136685093180,body-solid-bstfb-36-fitness-bar-36-lbs-gray-new,Body Solid BSTFB36 Fitness Bar 36 lbs. - Gray (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136685289788,body-solid-bstfb-4-fitness-bar-4-lbs-orange-new,Body Solid BSTFB4 Fitness Bar 4 lbs. - Orange (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136685388092,body-solid-bstfb-6-fitness-bar-6-lbs-light-purple-new,Body Solid BSTFB6 Fitness Bar 6 lbs. - Light Purple (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136685814076,body-solid-bstfb-9-fitness-bar-9-lbs-yellow-new,Body Solid BSTFB9 Fitness Bar 9 lbs. - Yellow (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,135523369276,body-solid-bstfm-10-tools-foam-exercise-mat-new,Body-Solid BSTFM10 Tools Foam Exercise Mat (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136686403900,body-solid-bsthb-10-slam-ball-red-10-lbs-new,Body Solid BSTHB10 Slam Ball Red 10 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsthb10-slam-ball-red-10-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,136703541564,body-solid-bsthb-15-slam-ball-red-15-lbs-new,Body Solid BSTHB15 Slam Ball Red 15 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsthb15-slam-ball-red-15-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,136703770940,body-solid-bsthb-20-slam-ball-red-20-lbs-new,Body Solid BSTHB20 Slam Ball Red 20 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsthb20-slam-ball-red-20-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,136704327996,body-solid-bsthb-25-slam-ball-red-25-lbs-new,Body Solid BSTHB25 Slam Ball Red 25 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsthb25-slam-ball-red-25-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,136704852284,body-solid-bsthb-30-slam-ball-red-30-lbs-new,Body Solid BSTHB30 Slam Ball Red 30 lbs. (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsthb30-slam-ball-red-30-lbs-new,Medium - archiving/reactivating the product later would need the record back.
3,136686043452,body-solid-bsthb-tools-slam-balls-set-of-5-new,Body Solid BSTHB Tools Slam Balls Set of 5 (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsthb-tools-slam-balls-set-of-5-new,Medium - archiving/reactivating the product later would need the record back.
3,136722252092,body-solid-bsthb-tools-slam-balls-w-rack-new,Body Solid BSTHB Tools Slam Balls w/Rack (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsthb-tools-slam-balls-w-rack-new,Medium - archiving/reactivating the product later would need the record back.
3,138221191484,body-solid-bsthrb-20-20-lbs-heavy-rubber-ball-purple-new,Body-Solid BSTHRB20 20 lbs. Heavy Rubber Ball - Purple (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsthrb20-20-lbs-heavy-rubber-ball-purple-new,Medium - archiving/reactivating the product later would need the record back.
3,138221781308,body-solid-bsthrb-30-30-lbs-heavy-rubber-ball-yellow-new,Body-Solid BSTHRB30 30 lbs. Heavy Rubber Ball - Yellow (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsthrb30-30-lbs-heavy-rubber-ball-yellow-new,Medium - archiving/reactivating the product later would need the record back.
3,138222305596,body-solid-bsthrb-60-60-lbs-heavy-rubber-ball-blue-new,Body-Solid BSTHRB60 60 lbs. Heavy Rubber Ball - Blue (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsthrb60-60-lbs-heavy-rubber-ball-blue-new,Medium - archiving/reactivating the product later would need the record back.
3,138222469436,body-solid-bsthrb-70-70-lbs-heavy-rubber-ball-gray-new,Body-Solid BSTHRB70 70 lbs. Heavy Rubber Ball - Gray (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bsthrb70-70-lbs-heavy-rubber-ball-gray-new,Medium - archiving/reactivating the product later would need the record back.
3,136723300668,body-solid-bstmb-10-10-lbs-medicine-ball-blue-new,Body Solid BSTMB10 10 lbs. Medicine Ball - Blue (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstmb10-10-lbs-medicine-ball-blue-new,Medium - archiving/reactivating the product later would need the record back.
3,136723497276,body-solid-bstmb-12-12-lbs-medicine-ball-black-new,Body Solid BSTMB12 12 lbs. Medicine Ball - Black (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstmb12-12-lbs-medicine-ball-black-new,Medium - archiving/reactivating the product later would need the record back.
3,136723693884,body-solid-bstmb-14-14-lbs-medicine-ball-orange-new,Body Solid BSTMB14 14 lbs. Medicine Ball - Orange (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstmb14-14-lbs-medicine-ball-orange-new,Medium - archiving/reactivating the product later would need the record back.
3,136723988796,body-solid-bstmb-16-16-lbs-medicine-ball-green-new,Body Solid BSTMB16 16 lbs. Medicine Ball - Green (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstmb16-16-lbs-medicine-ball-green-new,Medium - archiving/reactivating the product later would need the record back.
3,136724152636,body-solid-bstmb-2-2-lbs-medicine-ball-lt-purple-new,Body Solid BSTMB2 2 lbs. Medicine Ball - Lt. Purple (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstmb2-2-lbs-medicine-ball-lt-purple-new,Medium - archiving/reactivating the product later would need the record back.
3,136724513084,body-solid-bstmb-20-20-lbs-medicine-ball-blue-new,Body Solid BSTMB20 20 lbs. Medicine Ball - Blue (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstmb20-20-lbs-medicine-ball-blue-new,Medium - archiving/reactivating the product later would need the record back.
3,136724807996,body-solid-bstmb-25-25-lbs-medicine-ball-black-new,Body Solid BSTMB25 25 lbs. Medicine Ball - Black (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstmb25-25-lbs-medicine-ball-black-new,Medium - archiving/reactivating the product later would need the record back.
3,136724939068,body-solid-bstmb-30-30-lbs-medicine-ball-black-new,Body Solid BSTMB30 30 lbs. Medicine Ball - Black (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstmb30-30-lbs-medicine-ball-black-new,Medium - archiving/reactivating the product later would need the record back.
3,136725561660,body-solid-bstmb-4-4-lbs-medicine-ball-yellow-new,Body Solid BSTMB4 4 lbs. Medicine Ball - Yellow (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstmb4-4-lbs-medicine-ball-yellow-new,Medium - archiving/reactivating the product later would need the record back.
3,136727658812,body-solid-bstmb-6-6-lbs-medicine-ball-aqua-new,Body Solid BSTMB6 6 lbs. Medicine Ball - Aqua (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstmb6-6-lbs-medicine-ball-aqua-new,Medium - archiving/reactivating the product later would need the record back.
3,136730673468,body-solid-bstmb-8-8-lbs-medicine-ball-red-new,Body Solid BSTMB8 8 lbs. Medicine Ball - Red (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstmb8-8-lbs-medicine-ball-red-new,Medium - archiving/reactivating the product later would need the record back.
3,136074527036,body-solid-bstnd-1-1-lb-body-solid-neoprene-dumbbell-new,Body Solid BSTND1 1 lb. Body-Solid Neoprene Dumbbell (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136074592572,body-solid-bstnd-10-neoprene-dumbbell-10-lbs-orange-new,Body Solid BSTND10 Neoprene Dumbbell- 10 lbs. Orange (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136074756412,body-solid-bstnd-12-neoprene-dumbbell-12-lbs-pink-new,Body Solid BSTND12 Neoprene Dumbbell- 12 lbs. Pink (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136074821948,body-solid-bstnd-15-neoprene-dumbbell-15-lbs-gray-new,Body Solid BSTND15 Neoprene Dumbbell- 15 lbs. Gray (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136074953020,body-solid-bstnd-2-neoprene-dumbbell-2-lbs-light-purple-new,Body Solid BSTND2 Neoprene Dumbbell- 2 lbs. Light Purple (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136075575612,body-solid-bstnd-3-neoprene-dumbbell-3-lbs-green-new,Body Solid BSTND3 Neoprene Dumbbell- 3 lbs. Green (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,135512162620,body-solid-bstnd-4-neoprene-dumbbell-4-lbs-light-gray-new,Body Solid BSTND4 Neoprene Dumbbell- 4 lbs. Light Gray (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136075673916,body-solid-bstnd-5-neoprene-dumbbell-5-lbs-blue-new,Body Solid BSTND5 Neoprene Dumbbell- 5 lbs. Blue (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136075706684,body-solid-bstnd-6-neoprene-dumbbell-6-lbs-red-new,Body Solid BSTND6 Neoprene Dumbbell- 6 lbs. Red (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136075804988,body-solid-bstnd-7-neoprene-dumbbell-7-lbs-purple-new,Body Solid BSTND7 Neoprene Dumbbell- 7 lbs. Purple (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136075968828,body-solid-bstnd-8-neoprene-dumbbell-8-lbs-black-new,Body Solid BSTND8 Neoprene Dumbbell- 8 lbs. Black (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136076001596,body-solid-bstnd-9-neoprene-dumbbell-9-lbs-yellow-new,Body Solid BSTND9 Neoprene Dumbbell- 9 lbs. Yellow (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136077312316,body-solid-bstnds-110-neoprene-dumbbell-1-10-lbs-set-new,Body-Solid BSTNDS110 Neoprene Dumbbell 1-10 lbs. Set (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136135835964,body-solid-bstnds-164-neoprene-dumbbell-1-15-lbs-set-new,Body-Solid BSTNDS164 Neoprene Dumbbell 1-15 lbs. Set (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136139211068,body-solid-bstolp-tools-plate-load-pin-new,Body Solid BSTOLP Tools Plate Load Pin (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstolp-tools-plate-load-pin-new,Medium - archiving/reactivating the product later would need the record back.
3,136730870076,body-solid-bstsb-55-exercise-ball-55-cm-grey-new,Body Solid BSTSB55 Exercise Ball 55cm Grey (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstsb55-exercise-ball-55cm-grey-new,Medium - archiving/reactivating the product later would need the record back.
3,136731099452,body-solid-bstsb-65-exercise-ball-65-cm-red-new,Body Solid BSTSB65 Exercise Ball 65cm Red (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstsb65-exercise-ball-65cm-red-new,Medium - archiving/reactivating the product later would need the record back.
3,136731459900,body-solid-bstsb-75-exercise-ball-75-cm-blue-new,Body Solid BSTSB75 Exercise Ball 75cm Blue (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstsb75-exercise-ball-75cm-blue-new,Medium - archiving/reactivating the product later would need the record back.
3,136731656508,body-solid-bstvd-1-vinyl-dumbbell-1-lb-light-pink-new,Body Solid BSTVD1 Vinyl Dumbbell 1 lb. Light Pink (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd1-vinyl-dumbbell-1-lb-light-pink-new,Medium - archiving/reactivating the product later would need the record back.
3,136150483260,body-solid-bstvd-10-vinyl-dumbbell-10-lbs-orange-new,Body Solid BSTVD10 Vinyl Dumbbell 10 lbs. Orange (New),DISCONNECT (if attached) + ARCHIVE,0,,Low - nothing renders it. Recoverable only from the export in this packet.
3,136737292604,body-solid-bstvd-110-vinyl-dumbbell-1-10-lbs-set-new,Body Solid BSTVD110 Vinyl Dumbbell 1-10lbs. Set (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd110-vinyl-dumbbell-1-10lbs-set-new,Medium - archiving/reactivating the product later would need the record back.
3,136731885884,body-solid-bstvd-12-vinyl-dumbbell-12-lbs-pink-new,Body Solid BSTVD12 Vinyl Dumbbell 12 lbs. Pink (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd12-vinyl-dumbbell-12-lbs-pink-new,Medium - archiving/reactivating the product later would need the record back.
3,136732803388,body-solid-bstvd-15-vinyl-dumbbell-15-lbs-gray-new,Body Solid BSTVD15 Vinyl Dumbbell 15 lbs. Gray (New),DISCONNECT (if attached) + ARCHIVE,1,body-solid-bstvd15-vinyl-dumbbell-15-lbs-gray-new,Medium - archiving/reactivating the product later would need the record back.
