product_id,product_gid,handle,title,status,vendor,product_type,created_at,updated_at,publication_id,publication_name,published
9878463152444,gid://shopify/Product/9878463152444,french-fitness-ff-hdr-3-tier-hex-dumbbell-rack-new,French Fitness FF-HDR 3 Tier Hex Dumbbell Rack (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:05:17Z,2026-08-22T23:44:18Z,266740007228,Google & YouTube,TRUE
9878463709500,gid://shopify/Product/9878463709500,stairmaster-4400cl-stair-stepper-w-black-console-remanufactured,Stairmaster 4400CL Stair Stepper w/ Black Console (Remanufactured),ACTIVE,Stairmaster,Product Index,2025-01-14T13:05:58Z,2026-07-29T21:05:02Z,266740007228,Google & YouTube,TRUE
9878463938876,gid://shopify/Product/9878463938876,french-fitness-45-degree-back-hyperextension-he450-new,French Fitness 45 Degree Back Hyperextension HE450 (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:06:03Z,2026-08-22T23:01:42Z,266740007228,Google & YouTube,TRUE
9878463971644,gid://shopify/Product/9878463971644,french-fitness-diablo-biceps-arm-curl-plate-loaded-new,French Fitness Diablo Biceps Arm Curl Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:06:12Z,2026-08-11T17:58:10Z,266740007228,Google & YouTube,TRUE
9878464201020,gid://shopify/Product/9878464201020,stairmaster-4400pt-stair-stepper-w-black-console-remanufactured,Stairmaster 4400PT Stair Stepper w/ Black Console (Remanufactured),ACTIVE,Stairmaster,Product Index,2025-01-14T13:06:24Z,2026-08-22T23:44:18Z,266740007228,Google & YouTube,TRUE
9878464725308,gid://shopify/Product/9878464725308,cybex-450t-treadmill-remanufactured,Cybex 450T Treadmill (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T13:06:53Z,2026-08-04T11:01:16Z,266740007228,Google & YouTube,TRUE
9878464954684,gid://shopify/Product/9878464954684,nautilus-impact-vertical-row-9na-s3301-60ags-new,Nautilus Impact Vertical Row 9NA-S3301-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:07:17Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878465118524,gid://shopify/Product/9878465118524,stairmaster-free-climber-4600cl-stepper-w-blue-console-remanufactured,Stairmaster Free Climber 4600CL Stepper w/ Blue Console (Remanufactured),ACTIVE,Stairmaster,Product Index,2025-01-14T13:07:24Z,2026-07-29T21:05:04Z,266740007228,Google & YouTube,TRUE
9878465282364,gid://shopify/Product/9878465282364,french-fitness-ff-htb20-hip-thrust-bench-platform-new,French Fitness FF-HTB20 Hip Thrust Bench Platform (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:07:34Z,2026-08-22T23:44:22Z,266740007228,Google & YouTube,TRUE
9878465511740,gid://shopify/Product/9878465511740,stairmaster-4600cl-stepper-w-silver-console-remanufactured,Stairmaster 4600CL Stepper w/ Silver Console (Remanufactured),ACTIVE,Stairmaster,Product Index,2025-01-14T13:07:51Z,2026-07-29T21:05:02Z,266740007228,Google & YouTube,TRUE
9878465610044,gid://shopify/Product/9878465610044,nautilus-impact-low-back-9na-s3302-60ags-new,Nautilus Impact Low Back 9NA-S3302-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:07:54Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878465675580,gid://shopify/Product/9878465675580,french-fitness-diablo-decline-chest-press-plate-loaded-new,French Fitness Diablo Decline Chest Press Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:08:02Z,2026-08-11T17:58:10Z,266740007228,Google & YouTube,TRUE
9878465806652,gid://shopify/Product/9878465806652,french-fitness-colorful-hex-vinyl-dumbbell-set-of-1-to-10-lbs-new,French Fitness Colorful Hex Vinyl Dumbbell Set of 1 to 10 lbs (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:08:03Z,2026-08-06T18:53:05Z,266740007228,Google & YouTube,TRUE
9878466134332,gid://shopify/Product/9878466134332,stairmaster-free-climber-4600pt-stepper-w-blue-console-remanufactured,Stairmaster Free Climber 4600PT Stepper w/ Blue Console (Remanufactured),ACTIVE,Stairmaster,Product Index,2025-01-14T13:08:18Z,2026-07-29T21:05:04Z,266740007228,Google & YouTube,TRUE
9878466167100,gid://shopify/Product/9878466167100,nautilus-impact-fixed-lat-pull-down-9na-s3303-60ags-new,Nautilus Impact Fixed Lat Pull Down 9NA-S3303-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:08:22Z,2026-07-29T21:05:04Z,266740007228,Google & YouTube,TRUE
9878466625852,gid://shopify/Product/9878466625852,stairmaster-free-climber-4600pt-stepper-w-black-console-remanufactured,Stairmaster Free Climber 4600PT Stepper w/ Black Console (Remanufactured),ACTIVE,Stairmaster,Product Index,2025-01-14T13:08:48Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878466724156,gid://shopify/Product/9878466724156,nautilus-impact-lat-pull-down-9na-s3305-60ags-new,Nautilus Impact Lat Pull Down 9NA-S3305-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:08:49Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878466887996,gid://shopify/Product/9878466887996,french-fitness-diablo-iso-lateral-front-pulldown-plate-loaded-new,French Fitness Diablo Iso Lateral Front Pulldown Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:08:59Z,2026-08-11T17:56:59Z,266740007228,Google & YouTube,TRUE
9878466953532,gid://shopify/Product/9878466953532,french-fitness-colorful-hex-vinyl-dumbbell-set-1-to-10-lbs-w-rack-new,French Fitness Colorful Hex Vinyl Dumbbell Set 1 to 10 lbs w/Rack (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:09:00Z,2026-08-06T18:53:05Z,266740007228,Google & YouTube,TRUE
9878467117372,gid://shopify/Product/9878467117372,nautilus-impact-low-row-9na-s3306-60ags-new,Nautilus Impact Low Row 9NA-S3306-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:09:17Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878467182908,gid://shopify/Product/9878467182908,cybex-525r-recumbent-bike-remanufactured,Cybex 525r Recumbent Bike (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T13:09:18Z,2026-07-29T21:05:04Z,266740007228,Google & YouTube,TRUE
9878467248444,gid://shopify/Product/9878467248444,french-fitness-diablo-iso-lateral-high-row-plate-loaded-new,French Fitness Diablo Iso Lateral High Row Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:09:27Z,2026-08-12T11:08:05Z,266740007228,Google & YouTube,TRUE
9878467445052,gid://shopify/Product/9878467445052,french-fitness-colorful-hex-vinyl-dumbbell-set-of-1-to-15-lbs-new,French Fitness Colorful Hex Vinyl Dumbbell Set of 1 to 15 lbs (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:09:31Z,2026-08-06T18:53:05Z,266740007228,Google & YouTube,TRUE
9878467707196,gid://shopify/Product/9878467707196,nautilus-impact-chest-press-9na-s4301-60ags-new,Nautilus Impact Chest Press 9NA-S4301-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:09:45Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878467772732,gid://shopify/Product/9878467772732,cybex-sigma-c-530c-upright-stationary-bike-remanufactured,Cybex Sigma C 530C Upright Stationary Bike (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T13:09:46Z,2026-07-29T21:05:02Z,266740007228,Google & YouTube,TRUE
9878467903804,gid://shopify/Product/9878467903804,french-fitness-diablo-iso-lateral-kneeling-leg-curl-plate-loaded-new,French Fitness Diablo Iso Lateral Kneeling Leg Curl Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:09:55Z,2026-08-25T08:50:44Z,266740007228,Google & YouTube,TRUE
9878468133180,gid://shopify/Product/9878468133180,nautilus-impact-deltoid-raise-9na-s4302-60ags-new,Nautilus Impact Deltoid Raise 9NA-S4302-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:10:12Z,2026-07-29T21:05:04Z,266740007228,Google & YouTube,TRUE
9878468165948,gid://shopify/Product/9878468165948,cybex-cyclone-530r-recumbent-bike-remanufactured,Cybex Cyclone 530r Recumbent Bike (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T13:10:12Z,2026-07-29T21:05:04Z,266740007228,Google & YouTube,TRUE
9878468526396,gid://shopify/Product/9878468526396,french-fitness-diablo-iso-lateral-leg-extension-plate-loaded-new,French Fitness Diablo Iso Lateral Leg Extension Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:10:24Z,2026-08-11T17:59:01Z,266740007228,Google & YouTube,TRUE
9878468723004,gid://shopify/Product/9878468723004,cybex-530t-pro-plus-stableflex-treadmill-remanufactured,Cybex 530T Pro Plus Stableflex Treadmill (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T13:10:38Z,2026-08-04T11:01:16Z,266740007228,Google & YouTube,TRUE
9878468788540,gid://shopify/Product/9878468788540,nautilus-impact-deltoid-fly-9na-s4304-60ags-new,Nautilus Impact Deltoid Fly 9NA-S4304-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:10:40Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878468985148,gid://shopify/Product/9878468985148,french-fitness-diablo-seated-low-row-plate-loaded-new,French Fitness Diablo Seated Low Row Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:10:52Z,2026-08-22T23:01:40Z,266740007228,Google & YouTube,TRUE
9878469345596,gid://shopify/Product/9878469345596,nautilus-impact-shoulder-press-9na-s4307-60ags-new,Nautilus Impact Shoulder Press 9NA-S4307-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:11:08Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878469378364,gid://shopify/Product/9878469378364,precor-efx-546-v1-elliptical-cross-trainer-remanufactured,Precor EFX 546 v1 Elliptical Cross-Trainer (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T13:11:09Z,2026-08-22T23:44:22Z,266740007228,Google & YouTube,TRUE
9878469607740,gid://shopify/Product/9878469607740,french-fitness-diablo-shoulder-overhead-press-plate-loaded-new,French Fitness Diablo Shoulder-Overhead Press Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:11:20Z,2026-08-24T20:23:55Z,266740007228,Google & YouTube,TRUE
9878470033724,gid://shopify/Product/9878470033724,nautilus-impact-biceps-curl-9na-s5301-60ags-new,Nautilus Impact Biceps Curl 9NA-S5301-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:11:36Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878470099260,gid://shopify/Product/9878470099260,precor-efx-546hr-version-2-elliptical-cross-trainer-remanufactured,Precor EFX 546HR Version 2 Elliptical Cross-Trainer (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T13:11:38Z,2026-08-02T11:15:27Z,266740007228,Google & YouTube,TRUE
9878470230332,gid://shopify/Product/9878470230332,french-fitness-diablo-seated-tricep-dip-press-plate-loaded-new,French Fitness Diablo Seated Tricep Dip / Press Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:11:48Z,2026-08-11T17:59:02Z,266740007228,Google & YouTube,TRUE
9878470459708,gid://shopify/Product/9878470459708,nautilus-impact-triceps-extension-9na-s5302-60ags-new,Nautilus Impact Triceps Extension 9NA-S5302-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:12:03Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878470558012,gid://shopify/Product/9878470558012,precor-efx-546-hr-version-3-cordless-elliptical-remanufactured,Precor EFX 546 HR Version 3 Cordless Elliptical (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T13:12:07Z,2026-08-22T23:44:21Z,266740007228,Google & YouTube,TRUE
9878471082300,gid://shopify/Product/9878471082300,nautilus-impact-dip-machine-9na-s5303-60ags-new,Nautilus Impact Dip Machine 9NA-S5303-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:12:32Z,2026-07-29T21:05:04Z,266740007228,Google & YouTube,TRUE
9878471115068,gid://shopify/Product/9878471115068,cybex-550t-treadmill-remanufactured,Cybex 550T Treadmill (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T13:12:34Z,2026-08-04T11:01:16Z,266740007228,Google & YouTube,TRUE
9878471278908,gid://shopify/Product/9878471278908,french-fitness-marin-arm-bicep-curl-bench-new,French Fitness Marin Arm / Bicep Curl Bench (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:12:43Z,2026-08-21T07:25:49Z,266740007228,Google & YouTube,TRUE
9878471573820,gid://shopify/Product/9878471573820,nautilus-impact-abdominal-9na-s6301-60ags-new,Nautilus Impact Abdominal 9NA-S6301-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:13:00Z,2026-07-29T21:05:06Z,266740007228,Google & YouTube,TRUE
9878471704892,gid://shopify/Product/9878471704892,precor-efx-556i-elliptical-cross-trainer-remanufactured,Precor EFX 556i Elliptical Cross-Trainer (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T13:13:06Z,2026-08-04T11:07:29Z,266740007228,Google & YouTube,TRUE
9878472065340,gid://shopify/Product/9878472065340,nautilus-impact-chin-dip-assist-9na-s6334-60ags-new,Nautilus Impact Chin Dip Assist 9NA-S6334-60AGS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:13:28Z,2026-07-29T21:05:04Z,266740007228,Google & YouTube,TRUE
9878472360252,gid://shopify/Product/9878472360252,precor-efx-576i-experience-series-elliptical-remanufactured,Precor EFX 576i Experience Series Elliptical (Remanufactured),ACTIVE,Precor,Product Index,2025-01-14T13:13:36Z,2026-08-22T23:44:22Z,266740007228,Google & YouTube,TRUE
9878472393020,gid://shopify/Product/9878472393020,french-fitness-marin-accessory-handle-3-bar-storage-rack-new,"French Fitness Marin Accessory, Handle, & 3 Bar Storage Rack (New)",ACTIVE,French Fitness,Product Index,2025-01-14T13:13:42Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878472655164,gid://shopify/Product/9878472655164,nautilus-instinct-dual-leg-press-calf-raise-9nl-d1013-60ars-new,Nautilus Instinct Dual Leg Press / Calf Raise 9NL-D1013-60ARS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:13:56Z,2026-08-13T19:25:18Z,266740007228,Google & YouTube,TRUE
9878472819004,gid://shopify/Product/9878472819004,french-fitness-marin-accessory-handle-5-bar-storage-rack,"French Fitness Marin Accessory, Handle, & 5 Bar Storage Rack (New)",ACTIVE,French Fitness,Product Index,2025-01-14T13:14:03Z,2026-08-20T04:12:01Z,266740007228,Google & YouTube,TRUE
9878473244988,gid://shopify/Product/9878473244988,cybex-600a-arc-trainer-remanufactured,Cybex 600a Arc Trainer (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T13:14:20Z,2026-08-22T01:01:06Z,266740007228,Google & YouTube,TRUE
9878473277756,gid://shopify/Product/9878473277756,french-fitness-marin-angled-squat-press-plate-loaded-new,French Fitness Marin Angled Squat Press Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:14:23Z,2026-08-21T09:33:32Z,266740007228,Google & YouTube,TRUE
9878473310524,gid://shopify/Product/9878473310524,nautilus-instinct-dual-leg-extension-leg-curl-9nl-d1014-60ars-new,Nautilus Instinct Dual Leg Extension / Leg Curl 9NL-D1014-60ARS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:14:24Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878473834812,gid://shopify/Product/9878473834812,nautilus-instinct-dual-inner-outer-thigh-9nl-d1015-60ars-new,Nautilus Instinct Dual Inner / Outer Thigh 9NL-D1015-60ARS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:14:50Z,2026-07-29T21:05:04Z,266740007228,Google & YouTube,TRUE
9878474031420,gid://shopify/Product/9878474031420,french-fitness-monster-compact-leg-press-sled-new,French Fitness Monster Compact Plate Loaded Leg Press Sled (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:14:52Z,2026-08-26T12:35:58Z,266740007228,Google & YouTube,TRUE
9878474064188,gid://shopify/Product/9878474064188,power-plate-pro5-airdaptive-vibration-trainer-remanufactured,Power Plate Pro5 Airdaptive Vibration Trainer (Remanufactured),ACTIVE,Power Plate,Product Index,2025-01-14T13:14:52Z,2026-08-22T23:01:40Z,266740007228,Google & YouTube,TRUE
9878474457404,gid://shopify/Product/9878474457404,french-fitness-jute-climbing-rope-1-5-in-x-30-ft-new,French Fitness Jute Climbing Rope 1.5 in x 30 ft (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:15:13Z,2026-08-11T18:32:24Z,266740007228,Google & YouTube,TRUE
9878474654012,gid://shopify/Product/9878474654012,french-fitness-marin-combo-twist-plate-loaded-new,French Fitness Marin Combo Twist Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:15:22Z,2026-08-11T17:56:34Z,266740007228,Google & YouTube,TRUE
9878475243836,gid://shopify/Product/9878475243836,french-fitness-marin-ground-base-jammer-plate-loaded-new,French Fitness Marin Ground Base Jammer Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:15:50Z,2026-08-23T20:00:25Z,266740007228,Google & YouTube,TRUE
9878475407676,gid://shopify/Product/9878475407676,french-fitness-jute-tow-rope-1-5-in-x-30-ft-new,French Fitness Jute Tow Rope 1.5 in x 30 ft (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:15:53Z,2026-08-06T18:52:59Z,266740007228,Google & YouTube,TRUE
9878476390716,gid://shopify/Product/9878476390716,power-plate-pro5-vibration-trainer-remanufactured,Power Plate Pro5 Vibration Trainer (Remanufactured),ACTIVE,Power Plate,Product Index,2025-01-14T13:16:11Z,2026-08-22T23:01:42Z,266740007228,Google & YouTube,TRUE
9878476652860,gid://shopify/Product/9878476652860,french-fitness-marin-iso-lateral-prone-leg-curl-plate-loaded-new,French Fitness Marin Iso-Lateral Prone Leg Curl Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:16:19Z,2026-08-11T17:57:26Z,266740007228,Google & YouTube,TRUE
9878477078844,gid://shopify/Product/9878477078844,french-fitness-marin-iso-lateral-super-incline-press-plate-loaded-new,French Fitness Marin Iso-Lateral Super Incline Press Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:16:47Z,2026-08-21T08:58:21Z,266740007228,Google & YouTube,TRUE
9878477242684,gid://shopify/Product/9878477242684,cybex-620a-arc-trainer-remanufactured,Cybex 620a Arc Trainer (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T13:16:52Z,2026-08-22T23:44:22Z,266740007228,Google & YouTube,TRUE
9878477603132,gid://shopify/Product/9878477603132,french-fitness-monster-lat-pulldown-low-row-new,French Fitness Monster Lat Pulldown / Low Row (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:17:13Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878477701436,gid://shopify/Product/9878477701436,cybex-625a-arc-trainer-w-standard-console-remanufactured,Cybex 625a Arc Trainer w/Standard Console (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T13:17:19Z,2026-08-04T11:04:01Z,266740007228,Google & YouTube,TRUE
9878477865276,gid://shopify/Product/9878477865276,nautilus-instinct-dual-pectoral-fly-rear-deltoid-9nl-d2110-60ars-new,Nautilus Instinct Dual Pectoral Fly / Rear Deltoid 9NL-D2110-60ARS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:17:28Z,2026-08-25T20:34:07Z,266740007228,Google & YouTube,TRUE
9878478225724,gid://shopify/Product/9878478225724,cybex-625at-arc-trainer-w-e3-console-remanufactured,Cybex 625AT Arc Trainer w/ E3 Console (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T13:17:47Z,2026-08-22T23:44:22Z,266740007228,Google & YouTube,TRUE
9878478291260,gid://shopify/Product/9878478291260,french-fitness-marin-olympic-incline-bench-w-weight-storage-new,French Fitness Marin Olympic Incline Bench w/Weight Storage (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:17:49Z,2026-08-18T10:53:47Z,266740007228,Google & YouTube,TRUE
9878478356796,gid://shopify/Product/9878478356796,nautilus-instinct-dual-multi-press-9nl-d2120-60ars-new,Nautilus Instinct Dual Multi-Press 9NL-D2120-60ARS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:17:55Z,2026-08-22T23:44:19Z,266740007228,Google & YouTube,TRUE
9878478487868,gid://shopify/Product/9878478487868,french-fitness-multi-functional-t-bar-landmine-system-new,French Fitness Multi Functional T-Bar Landmine System (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:18:00Z,2026-08-06T18:52:59Z,266740007228,Google & YouTube,TRUE
9878479175996,gid://shopify/Product/9878479175996,cybex-630a-arc-trainer-remanufactured,Cybex 630a Arc Trainer (Remanufactured),ACTIVE,Cybex,Product Index,2025-01-14T13:18:21Z,2026-08-22T23:01:42Z,266740007228,Google & YouTube,TRUE
9878479241532,gid://shopify/Product/9878479241532,nautilus-instinct-dual-lat-pull-down-vertical-row-9nl-d3340-60ars-new,Nautilus Instinct Dual Lat Pull Down / Vertical Row 9NL-D3340-60ARS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:18:22Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878479274300,gid://shopify/Product/9878479274300,french-fitness-marin-seated-bicep-curl-plate-loaded-new,French Fitness Marin Seated Bicep Curl Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:18:22Z,2026-08-26T21:35:43Z,266740007228,Google & YouTube,TRUE
9878479307068,gid://shopify/Product/9878479307068,french-fitness-lma20-t-bar-row-landmine-combo-new,French Fitness LMA20 T-Bar Row & Landmine Combo (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:18:22Z,2026-08-06T18:52:58Z,266740007228,Google & YouTube,TRUE
9878480027964,gid://shopify/Product/9878480027964,stairmaster-7000pt-stepmill-w-blue-console-remanufactured,Stairmaster 7000PT Stepmill w/ Blue Console (Remanufactured),ACTIVE,Stairmaster,Product Index,2025-01-14T13:18:48Z,2026-08-22T23:44:22Z,266740007228,Google & YouTube,TRUE
9878480126268,gid://shopify/Product/9878480126268,nautilus-instinct-dual-biceps-curl-triceps-extension-9nl-d5120-60ars-new,Nautilus Instinct Dual Biceps Curl / Triceps Extension 9NL-D5120-60ARS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:18:49Z,2026-07-29T21:05:04Z,266740007228,Google & YouTube,TRUE
9878480191804,gid://shopify/Product/9878480191804,french-fitness-marin-4-way-neck-plate-loaded-new,French Fitness Marin 4-Way Neck Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:18:54Z,2026-08-22T23:44:21Z,266740007228,Google & YouTube,TRUE
9878480519484,gid://shopify/Product/9878480519484,nautilus-instinct-dual-abdominal-lower-back-9nl-d6330-60ars-new,Nautilus Instinct Dual Abdominal / Lower Back 9NL-D6330-60ARS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:19:16Z,2026-07-29T21:05:04Z,266740007228,Google & YouTube,TRUE
9878480552252,gid://shopify/Product/9878480552252,stairmaster-7000pt-stepmill-w-black-console-remanufactured,Stairmaster 7000PT Stepmill w/ Black Console (Remanufactured),ACTIVE,Stairmaster,Product Index,2025-01-14T13:19:17Z,2026-08-22T23:44:22Z,266740007228,Google & YouTube,TRUE
9878480585020,gid://shopify/Product/9878480585020,french-fitness-marin-abdominal-oblique-crunch-plate-loaded-new,French Fitness Marin Abdominal Oblique Crunch Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:19:23Z,2026-08-11T17:55:43Z,266740007228,Google & YouTube,TRUE
9878480748860,gid://shopify/Product/9878480748860,nautilus-instinct-leg-extension-9nl-s1010-60ars-new,Nautilus Instinct Leg Extension 9NL-S1010-60ARS (New),ACTIVE,Nautilus,Product Index,2025-01-14T13:19:43Z,2026-07-29T21:05:03Z,266740007228,Google & YouTube,TRUE
9878480814396,gid://shopify/Product/9878480814396,stairmaster-7000pt-stepmill-w-silver-console-remanufactured,Stairmaster 7000PT Stepmill w/ Silver Console (Remanufactured),ACTIVE,Stairmaster,Product Index,2025-01-14T13:19:46Z,2026-08-22T23:44:21Z,266740007228,Google & YouTube,TRUE
9878480879932,gid://shopify/Product/9878480879932,french-fitness-marin-iso-lateral-chest-back-combo-plate-loaded-new,French Fitness Marin Iso-Lateral Chest/Back Combo Plate Loaded (New),ACTIVE,French Fitness,Product Index,2025-01-14T13:19:53Z,2026-08-22T01:01:06Z,266740007228,Google & YouTube,TRUE
